"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","39","32","4","6","16","1","4","2","0","",""
"区南部","0","0","0","0","0","0","5","1","0","",""
"区西南部","0","0","0","0","0","0","4","0","0","",""
"区西部","28","8","12","8","4","0","8","0","3","",""
"区西北部","11","2","2","6","1","2","11","0","0","",""
"区東北部","2","0","1","0","0","0","0","0","0","",""
"区東部","7","0","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","4","1","1","7","0","6","0","0","",""
"北多摩西部","7","2","1","7","1","0","0","0","0","",""
"北多摩南部","5","4","3","2","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","112","52","24","31","29","3","39","4","3","",""
