"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","2","1","0","9","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","1","0","31","8","24","1","42","2","0","25","2","1","2","2","0","0","0","0","0","0","0","0"
"1歳","0","0","15","2","31","32","73","1","36","2","0","79","0","1","5","0","0","0","0","0","0","0","0","0"
"2歳","0","0","14","9","32","34","86","4","1","0","0","43","3","7","1","0","0","0","0","0","0","0","0","0"
"3歳","0","0","12","15","51","37","96","1","1","0","0","54","1","7","1","0","0","0","0","0","0","0","0","0"
"4歳","0","0","9","20","33","26","82","4","0","0","1","34","3","5","1","1","0","1","0","0","1","0","0","0"
"5歳","0","0","7","16","35","17","63","7","0","0","1","19","1","7","1","0","0","0","0","0","1","0","0","0"
"6歳","0","0","0","14","19","11","37","3","0","0","0","11","0","4","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","13","6","24","4","0","0","0","5","1","3","0","0","0","0","0","0","1","0","0","0"
"8歳","0","0","0","13","9","6","12","4","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","6","12","1","4","0","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","5","21","2","4","2","0","0","1","0","1","2","2","0","0","2","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","11","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2"
"20〜29歳","0","0","2","9","53","1","10","1","0","0","0","0","3","0","1","0","0","6","0","0","0","0","0","5"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","1","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","60","120","354","183","518","32","90","4","3","279","17","41","14","3","0","26","0","0","4","0","0","8"
