"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","63","2","6","13","134","24","2","4","4","0","2","3","0","1","0","0","0","0","0","0","","","","","",""
"区南部","46","3","4","11","148","4","2","9","3","0","1","3","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","28","4","0","4","101","15","4","0","5","0","0","7","0","0","0","2","0","0","0","0","","","","","",""
"区西部","53","1","1","28","137","11","0","0","1","0","0","3","0","0","0","1","0","0","0","0","","","","","",""
"区西北部","94","0","0","7","129","11","3","1","5","1","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","71","0","0","20","117","13","0","1","6","0","0","9","0","0","1","0","0","0","0","0","","","","","",""
"区東部","55","4","9","75","177","11","0","1","5","0","1","9","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","0","2","1","25","9","4","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","83","7","9","61","206","11","14","4","11","0","2","18","8","1","0","2","0","0","0","0","","","","","",""
"北多摩西部","9","0","1","2","18","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","47","0","0","3","49","7","0","0","2","0","0","0","0","0","0","1","0","0","1","0","","","","","",""
"北多摩北部","39","7","1","16","79","4","0","0","1","0","0","4","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","597","28","33","241","1321","130","29","22","44","1","6","57","10","2","1","8","0","0","1","0","","","","","",""
