"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","9","0","4","4","0","0","2","0","0","2","2"
"中央区","8","3","0","0","0","0","0","0","0","2","0"
"みなと","9","2","7","2","0","0","3","0","0","2","1"
"新宿区","22","24","77","11","0","0","9","1","1","7","2"
"文京","9","2","0","4","0","0","0","0","0","1","1"
"台東","5","1","3","16","3","0","0","0","0","2","0"
"墨田区","4","1","2","0","1","0","5","0","0","2","1"
"江東区","13","8","0","5","0","0","0","0","0","2","0"
"品川区","4","1","1","2","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","4","1","1","1","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","1","0","0","2"
"渋谷区","32","8","4","10","0","0","2","0","0","5","1"
"中野区","10","0","0","5","2","0","0","0","0","2","0"
"杉並","3","0","2","1","0","0","2","0","0","2","2"
"池袋","9","6","3","12","0","0","2","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","2","0","2","0","0","0","7","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","7","0","0","1","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","0","1","0","0","1"
"江戸川","7","3","2","5","0","0","0","0","0","2","0"
"八王子市","7","3","0","0","0","0","6","1","0","4","1"
"町田市","1","1","0","0","2","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","14","0","0","0","1","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","19","1","0","3","3"
"多摩小平","1","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","180","64","108","79","9","0","61","5","1","54","25"
