"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","6","25","9","0","2","0","0","",""
"区南部","6","0","0","0","0","0","2","0","0","",""
"区西南部","4","4","0","0","0","0","2","0","0","",""
"区西部","7","8","14","3","1","0","5","0","0","",""
"区西北部","11","11","3","1","0","0","6","2","1","",""
"区東北部","9","0","0","0","1","0","2","0","0","",""
"区東部","9","2","0","0","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","9","6","1","0","1","0","0","0","0","",""
"北多摩西部","10","1","0","2","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","7","1","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","87","37","24","31","12","0","28","3","1","",""
