"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","30","112","18","6","8","43","0","12","0","2","62","0","1","0","0","3","0","0","0","0","0","0","","","","","",""
"区南部","57","117","32","2","14","75","1","8","0","5","65","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","40","118","37","10","19","56","1","3","0","0","80","0","2","0","0","7","0","0","0","0","0","1","","","","","",""
"区西部","19","136","21","8","13","47","2","2","0","3","58","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","27","232","40","12","24","54","1","15","0","5","102","3","4","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","5","152","26","9","12","84","1","7","0","6","97","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","20","200","22","6","11","66","3","7","0","5","82","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","43","3","0","0","13","1","2","0","1","10","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"南多摩","15","151","49","4","25","118","2","13","0","3","132","2","2","1","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","77","18","1","15","30","0","4","1","1","63","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","35","160","26","3","17","39","3","2","1","0","85","0","4","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","17","89","42","5","23","63","2","1","0","3","68","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","22","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","277","1609","334","66","181","688","17","76","2","34","905","9","16","3","0","19","0","0","0","0","0","1","","","","","",""
