"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","3","7","0","0","11","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","4","8","12","8","2","59","1","1","0","9","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","10","10","27","13","3","110","2","22","1","25","21","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","12","8","13","8","11","91","1","3","0","8","20","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","16","8","12","7","12","92","3","4","0","1","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","17","7","5","4","14","113","1","3","1","1","13","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","31","12","1","2","27","95","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","33","8","0","5","32","67","2","4","1","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","31","11","0","0","30","47","2","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","36","10","0","1","16","40","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","28","14","0","0","4","22","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","78","67","0","0","9","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","16","78","0","0","2","8","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","8","106","0","0","16","97","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","36","95","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","31","112","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","112","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","38","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","400","793","77","48","178","895","18","41","4","45","92","4","3","2","1","6","0","0","0","0","0","2","0","0","0","0","0","2","0"
