"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中央区","2","0","1","4","10","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","10","1","1","5","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","8","1","1","6","14","5","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","0","0","0","2","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","0","1","7","22","4","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","1","1","3","5","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","0","1","7","33","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","0","0","8","16","0","1","2","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","0","1","4","22","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","3","9","8","40","3","0","10","5","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","19","0","5","26","40","6","3","2","7","0","2","0","0","0","0","0","0","0","0","6","0","","","","","",""
"渋谷区","1","0","0","0","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","6","1","0","15","19","3","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"杉並","8","0","0","4","25","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","6","1","0","6","19","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","1","4","2","16","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","0","0","1","20","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","11","3","2","12","23","8","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","9","0","2","17","37","4","0","5","1","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","2","0","0","5","24","0","1","0","2","0","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","6","0","4","7","41","1","3","4","3","1","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","3","0","0","14","76","6","2","4","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","4","0","2","15","31","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","0","0","5","22","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","0","0","7","29","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","0","0","13","34","10","0","2","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","14","1","2","15","66","11","1","5","3","0","0","3","0","0","0","0","0","1","1","0","0","","","","","",""
"多摩小平","7","1","4","21","38","21","0","4","3","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","162","14","41","242","752","107","16","54","61","7","9","5","0","1","4","1","0","1","1","9","0","","","","","",""
