"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"〜1歳","1","0","0","1","12","9","0","0","21","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"1歳","2","0","0","1","40","13","0","0","4","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0"
"2歳","7","0","0","1","37","12","0","1","1","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0"
"3歳","11","0","0","5","51","14","1","5","0","0","0","1","2","9","0","0","0","0","0","0","0","0","0","0"
"4歳","7","0","1","8","44","13","0","5","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"5歳","8","0","0","9","49","9","1","7","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0"
"6歳","4","0","0","8","44","4","1","2","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","0","1","31","2","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"8歳","9","0","0","6","37","0","0","3","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"9歳","8","0","0","2","30","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","13","0","0","3","55","1","0","1","0","0","0","0","1","4","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","13","0","0","1","32","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","22","0","0","1","163","0","0","1","0","0","0","0","0","5","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","138","0","1","47","630","80","3","26","32","0","0","3","6","55","4","0","0","7","0","0","1","0","0","0"
