"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","108","17","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","3","","","","","",""
"中央区","64","7","0","0","0","18","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","181","24","3","0","6","14","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","5","1","","","","","",""
"新宿区","239","20","4","0","11","12","4","0","2","0","0","0","0","0","0","1","0","0","0","0","0","4","2","","","","","",""
"文京","174","13","1","0","3","18","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"台東","194","15","0","1","9","26","2","2","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","198","21","0","1","7","3","1","1","4","1","0","0","0","0","0","0","0","0","2","0","0","9","3","","","","","",""
"江東区","389","32","5","0","10","41","3","1","24","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","173","25","1","0","11","16","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","172","5","0","0","5","6","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","558","61","2","8","8","62","1","2","15","1","0","1","0","0","0","0","0","0","0","0","0","6","1","","","","","",""
"世田谷","612","48","5","1","6","40","2","4","7","0","0","1","0","0","0","2","0","0","1","0","0","11","1","","","","","",""
"渋谷区","90","5","2","0","1","5","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","8","4","","","","","",""
"中野区","322","22","0","0","9","30","1","2","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","350","23","4","2","9","38","0","4","16","1","0","0","0","0","0","0","0","0","1","0","0","5","5","","","","","",""
"池袋","271","29","1","1","6","12","1","1","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"北区","317","31","0","1","11","27","0","1","11","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","262","24","8","0","7","27","0","0","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","383","42","0","1","8","51","2","0","8","2","0","0","0","0","0","0","0","0","1","0","0","5","3","","","","","",""
"練馬区","572","44","0","1","36","38","5","2","24","2","0","1","1","0","0","2","0","0","0","0","0","0","0","","","","","",""
"足立","439","37","1","12","17","31","1","9","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"葛飾区","338","15","0","0","6","24","3","2","11","1","0","0","0","0","0","0","0","0","1","0","1","4","2","","","","","",""
"江戸川","701","48","0","1","17","65","0","0","26","1","0","0","0","0","0","6","0","0","0","0","0","0","0","","","","","",""
"八王子市","901","61","0","1","6","42","1","5","12","0","0","0","0","1","0","0","0","0","0","0","0","14","7","","","","","",""
"町田市","448","33","0","0","4","10","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","310","28","0","1","1","20","1","2","6","0","0","0","0","0","0","0","0","0","4","0","0","6","2","","","","","",""
"南多摩","397","34","2","0","5","15","0","2","7","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"多摩立川","647","61","1","0","14","17","3","2","4","0","0","0","0","0","0","0","0","0","1","0","0","8","4","","","","","",""
"多摩府中","980","57","4","3","17","75","7","1","27","3","0","0","0","0","0","1","0","0","7","0","0","27","8","","","","","",""
"多摩小平","838","73","5","0","47","59","2","1","27","2","1","2","0","0","0","0","0","0","5","0","0","19","9","","","","","",""
"島しょ","36","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11664","959","50","35","298","847","41","50","296","23","1","7","4","2","0","19","0","0","25","0","1","135","57","","","","","",""
