"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","44","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","4","","","","","",""
"中央区","65","0","0","10","17","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","110","2","1","6","28","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","","","","","",""
"新宿区","143","4","1","4","23","0","2","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","","","","","",""
"文京","82","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","40","2","1","6","27","5","1","5","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","71","3","0","7","16","1","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","203","4","1","11","62","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","101","0","0","4","35","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","65","1","0","7","20","0","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","275","8","2","29","77","4","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","363","5","4","33","52","6","0","2","4","0","0","3","1","0","0","0","0","0","0","0","0","8","","","","","",""
"渋谷区","56","0","0","0","11","1","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","3","","","","","",""
"中野区","167","1","0","11","56","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","190","0","0","9","41","4","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","61","3","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北区","95","1","1","1","29","3","5","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","102","0","0","15","18","5","0","0","2","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","127","0","0","2","27","3","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","271","1","1","37","57","4","0","1","1","0","0","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","261","5","2","10","89","3","0","3","4","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","157","2","0","26","43","2","2","2","1","0","0","3","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江戸川","283","4","3","29","58","0","0","7","2","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","359","3","4","27","70","4","1","4","3","0","0","14","3","0","0","3","0","0","0","0","0","0","","","","","",""
"町田市","240","12","1","29","68","1","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","155","2","5","17","34","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","172","1","0","24","36","0","1","5","6","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","295","5","0","23","49","7","0","2","4","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","548","0","1","43","93","7","0","4","3","1","0","16","0","0","0","0","0","0","2","0","0","3","","","","","",""
"多摩小平","393","6","3","42","59","9","0","9","4","0","0","9","0","0","0","1","0","0","0","0","0","5","","","","","",""
"島しょ","28","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","5522","75","31","469","1218","78","13","59","53","1","0","83","6","2","0","12","0","0","6","0","0","32","","","","","",""
