"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","27","125","18","8","4","28","0","4","0","1","36","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","27","126","23","8","14","38","1","14","0","5","48","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","23","152","30","5","13","37","2","6","2","0","44","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","20","168","19","6","23","38","2","5","0","3","34","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","20","329","18","4","13","40","0","8","0","2","58","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","16","154","27","4","3","75","4","8","1","5","52","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","27","257","17","7","14","50","2","6","0","5","50","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","7","31","0","0","2","3","1","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","21","180","28","5","18","76","2","16","0","0","68","3","1","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","66","11","0","12","20","1","5","0","1","26","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","37","160","7","5","14","31","2","2","0","1","53","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩北部","17","93","26","5","21","38","2","4","0","2","23","0","2","0","0","0","0","0","1","0","0","0","","","","","",""
"島しょ","0","13","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","244","1854","224","57","151","474","19","80","3","25","508","7","6","2","0","5","0","1","1","0","0","2","","","","","",""
