"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","2","2","16","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","21","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","1","1","36","8","2","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","3","1","9","26","2","0","1","1","0","0","1","0","0","0","1","0","0","1","0","","","","","",""
"文京","1","0","2","1","8","2","1","3","1","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"台東","0","1","0","0","33","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","3","1","2","12","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"江東区","5","0","0","7","57","6","1","0","3","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","4","2","0","7","37","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","8","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"大田区","2","4","4","11","70","6","2","2","4","0","1","1","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","1","0","1","2","46","2","2","4","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","0","6","0","0","21","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","1","3","60","2","0","3","2","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","1","0","3","30","0","0","4","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"池袋","1","0","0","2","11","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","15","0","0","2","45","1","1","0","2","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","11","0","1","2","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","9","22","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","0","4","30","4","0","1","1","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"足立","1","1","4","3","30","3","1","1","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","3","0","0","2","27","2","0","3","0","0","1","0","0","0","0","0","0","0","10","0","","","","","",""
"江戸川","2","0","1","9","43","2","0","6","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","6","2","1","10","39","6","1","2","4","0","0","1","0","0","1","2","0","0","0","0","","","","","",""
"町田市","2","0","1","15","48","5","1","1","1","0","0","3","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","1","0","1","24","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","2","0","3","23","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","1","20","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","3","7","1","5","47","4","3","4","1","0","0","0","1","0","0","0","0","0","3","0","","","","","",""
"多摩小平","7","9","1","7","60","13","0","5","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"合計","84","42","23","123","953","95","17","44","39","0","6","19","5","1","2","11","0","0","14","0","","","","","",""
