"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","4","0"
"1〜4歳","0","0","0","0","0","0","2","7","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","27","5","4","9","0","0","0","1","0"
"20〜24歳","69","17","7","24","12","0","3","1","1"
"25〜29歳","53","20","10","25","7","1","1","0","0"
"30〜34歳","34","12","6","21","9","0","2","2","0"
"35〜39歳","24","10","4","11","4","0","1","0","0"
"40〜44歳","20","4","4","11","1","1","5","0","0"
"45〜49歳","5","3","1","3","10","0","4","0","0"
"50〜54歳","4","1","2","1","2","0","1","1","0"
"55〜59歳","0","3","0","2","3","0","4","0","0"
"60〜64歳","1","2","0","1","1","0","16","2","0"
"65〜69歳","0","0","0","0","1","0","16","2","1"
"70歳以上","0","1","0","0","1","0","50","3","1"
"合計","237","78","38","108","51","2","116","23","3"
