"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","167","0","0","1","5","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","8","4","3","0","2","2","0"
"中央区","238","0","1","5","22","1","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","411","3","5","19","30","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","7","9","6","0","1","1","0"
"新宿区","433","8","0","22","43","2","0","0","2","0","0","0","1","0","0","0","0","1","0","0","4","12","8","1","2","2","0"
"文京","399","0","0","4","25","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","4","7","4","1","1","1","0"
"台東","250","2","0","18","32","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","289","0","0","12","23","4","1","0","3","1","1","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","0"
"江東区","606","1","4","22","96","3","1","1","3","0","0","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","286","1","3","13","40","3","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","312","3","0","11","23","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","1073","9","2","63","103","2","1","6","6","0","3","0","0","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","1080","6","2","30","75","4","0","3","9","0","0","2","0","0","0","0","0","0","0","0","9","25","16","2","2","2","0"
"渋谷区","191","0","0","5","16","0","0","1","3","0","0","0","0","0","0","0","0","1","0","0","1","7","4","1","1","1","0"
"中野区","514","0","2","22","52","3","1","0","3","0","1","0","0","0","1","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","659","2","0","12","52","0","0","3","5","0","1","0","0","0","1","0","0","0","0","0","12","17","11","1","2","2","0"
"池袋","258","0","0","5","10","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","567","1","1","6","35","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","398","3","0","10","39","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","521","2","0","8","39","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","15","10","2","1","1","0"
"練馬区","1082","5","5","75","77","3","0","0","6","0","4","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","1026","3","2","15","69","2","1","3","5","0","1","0","0","0","1","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","848","2","0","17","28","2","0","1","2","0","0","0","0","0","0","0","0","0","1","0","10","13","8","1","1","1","0"
"江戸川","1119","3","5","62","82","2","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","1759","4","0","57","71","7","2","0","8","0","0","0","0","0","1","0","0","0","0","0","3","18","11","2","1","1","0"
"町田市","1134","0","0","35","72","7","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"西多摩","807","0","0","11","27","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","1044","6","2","15","25","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1188","5","1","39","47","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","3","21","14","2","1","1","0"
"多摩府中","1949","7","6","61","102","3","6","1","7","0","4","0","0","0","1","0","0","1","0","0","15","33","21","3","3","3","0"
"多摩小平","1836","11","3","45","64","3","2","4","10","0","3","1","1","0","0","0","0","0","0","0","17","23","15","2","2","2","0"
"島しょ","60","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","22504","87","44","720","1426","53","23","32","109","1","25","4","2","0","9","0","0","3","1","0","110","416","263","38","25","25","0"
