"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","32","6","3","19","2","94","0","7","0","9","0","1","0","0","1","0","0","0","0","0","1","","","","","",""
"区南部","1","21","12","8","34","8","71","0","8","0","26","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","5","46","7","10","36","1","89","1","9","0","14","2","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","3","27","9","6","46","1","86","0","1","0","9","0","0","0","0","2","1","0","0","0","0","0","","","","","",""
"区西北部","1","21","10","12","20","4","123","0","7","0","8","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","12","2","4","27","2","38","0","4","0","11","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区東部","0","21","4","17","36","2","71","1","4","0","11","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","2","0","3","6","1","35","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","28","9","22","82","0","141","0","5","0","24","4","2","0","0","3","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","0","5","18","1","64","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","20","5","6","14","2","80","0","3","0","11","1","4","0","0","1","0","0","1","0","0","0","","","","","",""
"北多摩北部","0","17","12","18","21","3","88","0","6","0","6","3","0","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","248","76","114","359","27","981","2","54","0","139","14","11","1","1","10","1","0","2","0","0","1","","","","","",""
