"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","39","1","0","0","5","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","","","","","",""
"中央区","40","0","1","3","44","2","2","0","0","1","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"みなと","72","0","3","13","28","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","1","","","","","",""
"新宿区","89","2","2","12","23","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","3","","","","","",""
"文京","88","0","0","1","8","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","55","2","4","10","30","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","62","0","1","6","12","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"江東区","150","1","0","47","38","7","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","73","0","2","6","41","3","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","67","0","2","6","29","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","172","0","1","20","62","2","1","1","5","0","2","0","1","0","0","0","0","0","0","0","2","","","","","",""
"世田谷","288","2","3","19","96","3","5","0","1","0","0","2","0","0","0","0","0","0","0","0","6","","","","","",""
"渋谷区","48","0","1","1","20","1","1","0","0","0","0","0","0","0","2","0","0","3","0","0","0","","","","","",""
"中野区","107","0","1","11","34","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","173","0","3","10","61","1","2","1","3","0","0","0","0","0","0","0","0","1","0","0","4","","","","","",""
"池袋","84","2","2","0","7","0","0","0","0","5","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北区","123","2","0","8","40","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","83","0","2","10","22","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","184","1","0","12","45","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","197","0","4","24","55","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","235","4","4","12","46","2","5","0","3","0","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","161","1","0","8","51","3","2","1","2","0","0","2","0","0","0","0","0","1","0","0","5","","","","","",""
"江戸川","179","0","1","24","85","3","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","314","2","4","36","85","6","13","1","1","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","212","0","2","23","41","1","9","1","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","154","0","0","10","34","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","200","0","1","12","32","0","6","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","217","1","3","5","76","2","8","0","2","0","0","0","0","0","3","0","0","0","0","0","2","","","","","",""
"多摩府中","472","3","10","34","68","9","10","3","7","3","1","1","0","0","0","0","0","0","0","0","13","","","","","",""
"多摩小平","372","3","13","39","69","9","8","1","13","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"島しょ","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4733","27","70","422","1287","72","87","16","54","12","5","9","3","0","12","1","1","7","2","0","48","","","","","",""
