"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","370","13","1246","7","1","5","38","3","4","1","2","1","0","0","1","0","3","0","0","0","0","0","3","3","","","","","","",""
"区南部","456","17","1059","8","2","21","66","7","1","6","1","0","0","1","0","0","1","0","0","0","0","0","1","0","","","","","","",""
"区西南部","488","22","1378","4","1","5","50","2","1","1","1","1","1","2","0","0","4","0","0","0","0","0","6","1","","","","","","",""
"区西部","615","20","1643","2","1","11","34","1","1","3","2","1","0","0","1","0","0","0","0","2","0","0","6","1","","","","","","",""
"区西北部","777","31","2097","2","0","24","52","2","2","1","3","2","2","1","0","0","1","0","0","1","0","0","1","1","","","","","","",""
"区東北部","521","22","1722","6","7","12","29","3","1","0","6","1","0","1","0","0","4","0","0","1","0","0","5","1","","","","","","",""
"区東部","564","20","1618","6","1","25","52","3","1","1","2","1","0","3","0","0","1","0","0","0","0","1","4","3","","","","","","",""
"西多摩","97","6","293","0","1","7","10","0","2","1","1","1","0","0","0","0","0","0","0","2","0","0","1","0","","","","","","",""
"南多摩","808","33","2959","6","1","57","118","7","3","8","2","6","3","3","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"北多摩西部","284","14","674","1","1","5","16","1","3","1","1","0","0","0","0","0","1","0","0","0","0","0","3","1","","","","","","",""
"北多摩南部","609","22","1493","1","2","25","52","2","1","1","1","1","1","1","0","0","1","0","0","1","0","0","7","1","","","","","","",""
"北多摩北部","401","11","1075","3","2","13","39","5","1","1","7","1","2","5","1","0","1","0","0","1","0","0","6","3","","","","","","",""
"島しょ","3","5","21","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","5993","236","17278","47","20","210","557","36","21","25","30","16","9","17","3","0","18","0","0","8","0","1","43","17","","","","","","",""
