"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","12","2","2","13","3","3","0","2","1","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","19","7","0","108","3","21","0","73","0","141","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","30","24","13","162","21","58","0","95","2","371","4","18","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0"
"2歳","0","5","19","18","123","20","63","4","21","0","272","1","9","0","0","2","0","0","1","0","1","0","0","0","0","0","1","0"
"3歳","0","1","20","41","112","31","44","5","4","0","202","8","4","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"4歳","0","2","26","39","82","21","37","2","1","0","139","17","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","14","36","70","15","20","4","0","0","109","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","10","34","52","5","15","1","1","0","55","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","3","22","38","2","11","3","0","0","36","7","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","7","20","34","1","15","0","0","0","25","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","5","14","24","0","7","0","0","0","20","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","5","22","62","6","5","0","0","1","25","3","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","4","12","1","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","10","22","90","0","9","2","0","1","7","0","1","0","0","5","0","1","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","3","9","1","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","69","152","287","982","129","308","21","197","5","1412","59","55","0","3","27","3","3","6","0","2","0","0","0","0","0","2","0"
