"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","1","0","1","5","4","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","","","","","",""
"中央区","2","0","0","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","11","0","2","3","19","5","2","3","1","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","18","1","4","1","7","2","0","0","1","0","0","1","0","0","0","2","0","0","1","0","0","","","","","",""
"文京","10","0","1","1","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","0","0","4","10","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","13","1","1","1","17","4","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","22","3","1","2","60","17","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","1","0","9","32","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","29","6","3","10","46","8","1","9","1","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"世田谷","59","2","2","5","58","13","0","3","2","0","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","15","0","2","1","13","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","26","0","1","1","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"杉並","29","1","2","1","28","6","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","8","0","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","3","1","1","5","13","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","34","1","2","1","27","3","0","0","0","1","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","14","3","2","2","22","5","2","2","1","0","0","2","0","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","47","1","3","7","17","18","1","5","2","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","41","2","8","21","53","11","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","38","0","0","6","23","7","0","2","3","0","0","3","1","0","0","0","0","0","1","0","0","","","","","",""
"江戸川","32","3","3","17","65","13","0","5","2","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","48","3","3","5","80","18","2","6","3","0","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"町田市","16","3","0","8","41","22","0","0","2","4","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","44","1","1","1","32","5","0","4","1","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","29","6","9","4","48","12","1","1","2","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","58","8","1","10","56","21","2","4","4","1","1","9","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","58","1","2","18","62","34","1","6","4","0","0","14","0","0","0","0","0","0","1","0","0","","","","","",""
"多摩小平","90","5","2","19","92","41","2","5","5","1","0","10","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","10","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","827","54","56","164","966","287","15","63","52","9","2","74","6","1","0","8","0","0","5","0","0","","","","","",""
