"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","7","0"
"1〜4歳","0","0","0","0","0","0","1","21","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","0","0","0","0","1","0"
"20〜24歳","12","4","6","5","1","0","0","0","0"
"25〜29歳","19","3","11","12","0","0","0","0","0"
"30〜34歳","22","7","5","16","0","0","0","3","0"
"35〜39歳","19","6","7","11","0","0","1","0","0"
"40〜44歳","6","7","2","9","0","1","4","0","0"
"45〜49歳","3","7","3","4","0","1","2","0","0"
"50〜54歳","4","1","2","3","0","0","4","0","0"
"55〜59歳","3","1","0","1","0","0","4","0","0"
"60〜64歳","1","3","1","1","0","1","7","0","0"
"65〜69歳","2","0","1","1","0","0","7","0","0"
"70歳以上","0","0","0","0","0","0","40","4","2"
"合計","93","39","38","63","1","3","76","38","2"
