"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","329","4","1","11","40","6","0","0","10","0","0","0","0","1","0","1","0","0","0","0","1","3","","","","","",""
"区南部","403","2","2","27","84","5","0","11","8","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","472","3","2","19","67","14","2","8","8","0","0","1","7","0","0","1","0","0","0","0","0","5","","","","","",""
"区西部","382","2","2","19","73","12","0","2","7","0","0","1","0","0","0","0","0","0","2","0","0","1","","","","","",""
"区西北部","614","0","3","25","70","12","0","3","4","1","0","5","0","0","0","1","0","0","0","0","0","4","","","","","",""
"区東北部","727","2","1","16","57","12","0","2","6","0","0","2","3","0","0","0","0","0","0","0","0","1","","","","","",""
"区東部","652","2","2","61","100","13","2","3","8","0","0","2","1","0","0","1","0","0","0","0","0","4","","","","","",""
"西多摩","169","0","1","7","11","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","1011","2","1","56","133","14","0","2","12","0","2","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","326","0","0","9","35","3","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","560","1","0","14","65","7","0","0","5","0","1","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"北多摩北部","476","1","1","9","39","3","0","5","7","0","0","1","0","0","0","1","0","0","0","0","0","3","","","","","",""
"島しょ","37","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6158","19","16","273","774","106","5","37","78","1","3","17","12","2","0","6","0","0","2","0","1","24","","","","","",""
