"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","6","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0"
"〜1歳","0","0","4","0","27","10","1","0","24","0","9","0","2","1","0","0","0","0","0","0"
"1歳","2","0","9","4","43","27","15","1","25","0","28","4","7","3","0","0","0","0","1","0"
"2歳","0","0","10","7","33","28","9","0","4","0","15","6","2","0","0","1","0","0","0","0"
"3歳","0","0","15","22","42","19","4","4","1","0","21","7","2","0","0","0","0","0","0","0"
"4歳","1","0","15","24","42","21","15","1","0","0","15","17","0","0","0","0","0","0","0","0"
"5歳","0","0","2","19","45","13","3","5","0","0","6","8","1","0","0","0","0","0","0","0"
"6歳","1","0","3","24","30","5","1","1","0","0","3","8","0","0","0","1","0","0","0","0"
"7歳","0","0","0","21","22","3","3","1","0","0","1","3","0","0","0","0","0","0","0","0"
"8歳","0","0","2","13","24","1","0","0","0","0","1","2","1","0","0","0","0","0","0","0"
"9歳","0","0","1","19","7","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","21","40","1","0","0","0","1","1","4","0","0","1","0","0","0","0","0"
"15〜19歳","0","0","0","1","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","14","64","0","1","0","0","4","2","1","0","0","1","1","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","5","0","65","189","436","130","54","13","55","6","103","62","16","4","2","10","0","0","1","0"
