"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","20","0","0","5","0","2","0","2","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","48","7","2","49","0","18","0","23","46","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","97","13","12","69","1","46","6","26","156","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","35","10","18","63","0","31","19","9","97","2","8","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","11","10","31","65","1","17","21","5","68","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","4","5","26","48","1","13","15","0","36","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","4","27","42","4","12","28","2","22","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","25","40","4","2","11","0","12","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","1","1","14","24","4","2","16","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","11","22","1","1","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","6","17","4","2","5","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","27","47","3","5","3","0","5","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","2","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","12","36","0","1","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","216","59","212","538","23","152","129","67","462","7","26","2","0","26","2","0","0","0","0","0","0","0","0","0","0","0","0"
