"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","1","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","6","2","0","1","0","0","0","0","0"
"20〜24歳","46","3","4","16","0","0","1","0","0"
"25〜29歳","61","3","10","16","1","0","1","0","0"
"30〜34歳","25","5","9","5","2","0","1","0","0"
"35〜39歳","19","6","6","3","0","0","0","0","0"
"40〜44歳","7","7","3","8","0","0","1","0","0"
"45〜49歳","15","2","3","8","1","0","1","0","0"
"50〜54歳","5","2","1","2","1","0","0","0","1"
"55〜59歳","3","4","4","2","1","0","0","0","0"
"60〜64歳","0","1","1","1","0","0","4","0","0"
"65〜69歳","1","3","0","0","0","0","7","0","0"
"70歳以上","0","0","0","0","0","0","31","1","0"
"合計","188","38","41","62","6","0","52","2","1"
