"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","34","4","0"
"1〜4歳","0","0","0","0","0","0","9","26","0"
"5〜9歳","0","0","0","0","0","0","2","6","0"
"10〜14歳","0","0","0","0","0","0","3","1","0"
"15〜19歳","7","1","1","4","0","0","0","0","0"
"20〜24歳","32","14","17","22","1","1","0","1","0"
"25〜29歳","51","18","14","28","2","1","2","0","0"
"30〜34歳","39","19","14","16","2","1","2","1","0"
"35〜39歳","24","11","16","16","1","0","3","0","0"
"40〜44歳","16","9","9","14","3","2","1","0","1"
"45〜49歳","13","10","7","5","2","0","2","1","0"
"50〜54歳","6","10","0","2","1","0","5","0","0"
"55〜59歳","4","3","1","1","0","0","4","1","0"
"60〜64歳","3","3","1","4","0","0","6","1","0"
"65〜69歳","0","3","0","1","0","0","11","2","0"
"70歳以上","0","3","0","0","0","1","58","11","4"
"合計","195","104","80","113","12","6","142","55","5"
