"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1〜4歳","0","0","0","0","0","0","5","7","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","14","0","1","5","0","0","0","0","0"
"20〜24歳","23","4","4","7","0","0","0","0","0"
"25〜29歳","19","13","6","4","0","1","1","0","0"
"30〜34歳","10","9","2","4","1","0","1","0","0"
"35〜39歳","8","6","1","1","0","0","2","0","0"
"40〜44歳","4","4","1","1","2","1","0","0","1"
"45〜49歳","2","0","1","0","1","0","1","0","0"
"50〜54歳","1","1","0","0","0","0","1","0","0"
"55〜59歳","0","2","0","0","0","0","3","0","0"
"60〜64歳","0","1","0","0","0","0","2","0","0"
"65〜69歳","0","0","1","0","0","0","1","1","0"
"70歳以上","0","0","0","0","0","0","15","1","0"
"合計","81","40","17","22","4","2","38","12","1"
