"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","11","3","2","15","0","1","0","1","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","0","23","13","6","104","4","34","4","53","36","0","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","35","55","31","205","3","66","5","85","165","3","10","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","13","19","40","125","2","48","21","29","119","3","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","4","5","30","69","154","6","33","41","8","68","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","1","2","14","101","136","9","19","51","3","48","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","0","12","114","125","10","18","58","0","26","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","3","90","112","8","7","27","1","13","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","4","59","88","26","4","31","0","8","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","5","41","70","8","3","26","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","29","57","10","2","8","0","3","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","5","65","114","10","3","11","0","5","4","2","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","3","4","16","2","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","1","3","37","146","0","2","6","0","4","1","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","28","90","170","688","1467","98","240","289","180","500","33","35","4","0","28","0","0","8","1","1","0","0","0","0","0","0","0","0"
