"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","18","5","2","20","38","2","18","2","6","7","1","1","0","0","1","0","0","1","0","0","1","","","","","",""
"区南部","9","2","2","19","41","2","27","3","3","12","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","11","19","1","15","31","1","40","2","4","5","1","1","0","0","1","0","1","1","0","0","4","","","","","",""
"区西部","8","5","4","11","26","2","15","0","2","3","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","30","13","1","14","27","5","22","1","2","11","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区東北部","37","22","1","15","41","1","12","7","6","11","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","9","12","1","20","27","1","12","3","3","9","3","0","0","0","0","0","0","1","0","0","0","","","","","",""
"西多摩","0","2","4","2","11","2","16","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","36","9","8","34","45","6","34","1","4","3","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","8","2","2","18","1","5","0","1","3","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","33","4","3","15","26","1","25","1","3","7","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","5","7","2","11","18","2","25","1","5","7","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","198","108","31","178","349","26","252","23","39","82","15","5","0","0","7","0","1","3","0","0","6","","","","","",""
