"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","14","7","0","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"〜1歳","57","11","1","1","57","3","1","0","15","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"1歳","164","7","10","13","150","4","2","1","33","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"2歳","183","3","5","12","90","1","5","2","10","0","0","1","0","0","4","0","0","0","0","0","2","1","1","1","1","1","1","1"
"3歳","212","0","3","33","77","6","0","3","3","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"4歳","242","0","5","34","71","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"5歳","261","0","3","44","48","0","0","3","0","0","1","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","1"
"6歳","239","0","2","28","36","2","1","4","0","0","2","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0"
"7歳","218","0","1","32","37","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","167","0","2","20","39","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","153","0","0","13","25","3","0","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1"
"10〜14歳","597","0","1","26","88","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","3","0"
"15〜19歳","343","0","0","5","33","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","412","0","0","7","84","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","323","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","469","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","5","0","0","2","1","0","3","2"
"50〜59歳","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","3","0"
"70〜79歳","96","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","1","0","0","11","1"
"80歳以上","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","1","4","2","1","13","5"
"合計","4761","28","33","268","840","50","9","13","61","0","8","3","0","0","18","0","0","0","0","1","61","2","4","10","5","2","47","11"
