"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","33","26","3","6","16","0","4","3","0","",""
"区南部","2","0","0","0","0","0","2","0","0","",""
"区西南部","1","0","0","0","0","0","3","0","0","",""
"区西部","12","13","8","5","1","1","14","5","2","",""
"区西北部","13","3","5","0","1","1","11","1","0","",""
"区東北部","9","1","0","0","0","0","6","0","0","",""
"区東部","9","1","5","3","0","0","5","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","12","5","0","1","9","0","2","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","91","49","21","15","27","2","47","10","2","",""
