"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","24","115","1","0","4","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","2"
"中央区","1","8","199","3","0","2","27","0","5","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","6","27","329","11","2","4","22","1","3","0","1","6","4","1","0","0","0","0","0","0","0","0","2","2","9","9","6","0","1","1","1"
"新宿区","3","63","265","5","1","5","13","2","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","8","12","12","8","2","2","2","2"
"文京","2","29","454","4","2","7","24","1","0","2","1","5","0","0","0","0","0","0","0","0","0","0","0","5","7","7","4","1","1","1","1"
"台東","0","24","346","3","2","2","52","1","5","4","1","14","0","1","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","0","63","140","5","0","3","14","0","1","0","0","5","0","2","0","0","0","0","0","1","0","0","1","2","8","8","5","1","1","1","1"
"江東区","10","42","678","12","0","17","61","2","9","2","4","23","0","1","1","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","2","41","356","3","0","9","22","2","4","1","3","14","1","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","1","34","272","2","0","7","23","1","5","1","1","9","0","2","1","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","4","96","705","24","9","33","54","0","5","3","4","10","3","0","0","0","1","0","0","1","0","0","0","1","21","21","13","2","1","1","1"
"世田谷","4","78","992","18","3","17","33","4","7","4","2","17","2","0","0","0","4","0","0","0","0","0","0","8","24","24","15","2","2","2","2"
"渋谷区","1","27","220","3","0","0","11","1","0","0","0","4","0","0","0","0","2","0","0","0","0","0","0","18","7","7","4","1","1","1","1"
"中野区","0","60","746","3","0","10","20","1","10","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","2","69","518","18","0","2","35","0","7","1","1","3","1","1","0","0","0","0","0","0","0","1","0","5","17","17","11","1","2","2","2"
"池袋","3","46","455","16","0","2","7","0","2","0","0","17","0","0","0","0","1","0","0","1","0","0","0","0","8","8","5","1","1","1","1"
"北区","2","73","563","10","2","20","39","4","18","6","9","2","0","1","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","6","31","351","19","1","5","16","0","2","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","1","74","584","7","0","7","25","1","3","2","2","8","0","0","0","0","2","0","0","0","0","0","0","2","16","16","10","2","1","1","1"
"練馬区","8","103","780","9","7","14","38","3","1","1","2","24","0","2","0","0","4","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","3","101","1001","24","12","7","28","2","11","11","5","15","0","0","1","0","1","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","0","43","470","7","0","7","33","0","1","2","1","4","0","1","0","0","0","0","0","2","0","0","0","10","13","13","8","1","1","1","1"
"江戸川","2","96","985","17","8","22","40","7","8","0","4","22","0","4","0","0","5","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","1","86","1550","8","4","40","60","3","3","11","3","32","0","1","1","0","0","0","0","0","0","0","0","4","17","17","11","2","1","1","1"
"町田市","0","81","1215","25","3","41","120","17","4","13","6","29","1","1","0","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","49","244","0","0","5","16","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","2","14","14","8","1","1","1","1"
"南多摩","2","75","645","0","3","4","35","2","1","3","2","6","0","0","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","8","82","706","8","1","27","45","2","13","3","0","32","0","5","0","0","3","0","0","0","0","0","0","3","21","21","14","2","1","1","1"
"多摩府中","10","194","1797","21","8","47","113","1","14","7","4","56","4","10","0","0","2","0","0","0","0","0","1","7","33","33","21","3","3","3","3"
"多摩小平","15","92","1021","31","2","34","92","8","6","3","6","26","2","1","0","0","1","0","0","4","0","0","0","12","23","23","15","2","2","2","2"
"島しょ","0","19","69","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","1","1","1"
"合計","99","1930","18771","317","70","404","1126","67","150","83","67","397","18","35","4","0","34","0","0","9","0","1","4","90","417","417","263","39","25","25","25"
