"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","56","31","8","8","11","0","4","1","0","",""
"区南部","1","0","2","0","0","0","0","0","0","",""
"区西南部","0","2","0","0","0","0","5","0","0","",""
"区西部","15","12","14","7","1","0","8","6","1","",""
"区西北部","9","2","4","0","2","0","11","0","0","",""
"区東北部","2","1","2","1","0","0","2","0","0","",""
"区東部","5","0","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","17","1","3","1","12","0","2","0","0","",""
"北多摩西部","5","4","0","6","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","10","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","110","53","33","24","27","0","42","7","1","",""
