"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","4","4","1","5","0","0","0","0","0","2","2"
"中央区","12","3","1","2","0","0","0","0","0","3","0"
"みなと","21","29","13","5","0","0","10","4","0","2","1"
"新宿区","31","24","23","29","1","7","15","7","0","7","2"
"文京","6","0","0","2","0","0","2","3","2","1","1"
"台東","1","2","0","0","1","0","0","0","0","2","0"
"墨田区","1","4","0","1","0","0","1","4","0","2","1"
"江東区","13","8","0","15","0","0","0","0","0","2","0"
"品川区","0","0","0","1","0","1","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","11","0","1","2","0","0","2","0","0","2","1"
"世田谷","0","0","0","0","0","0","1","0","0","0","1"
"渋谷区","6","4","2","2","3","1","0","0","0","4","1"
"中野区","4","1","3","4","0","0","0","0","0","2","1"
"杉並","6","0","0","5","0","0","13","1","1","2","1"
"池袋","25","5","12","7","1","0","1","12","0","3","1"
"北区","1","0","2","0","0","0","0","0","0","1","0"
"荒川区","2","1","0","0","0","0","0","0","0","1","0"
"板橋区","1","1","0","2","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","0","0","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","5","16","0","0","1"
"江戸川","13","1","0","4","1","0","0","0","0","2","0"
"八王子市","8","2","0","0","0","0","0","0","0","4","1"
"町田市","2","0","0","0","2","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","16","2","0","3","1","0","0","0","0","2","1"
"多摩府中","0","0","1","0","0","0","45","23","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","188","91","59","89","10","9","96","70","3","54","24"
