"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","1","16","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","0","15","1","0","1","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"みなと","3","4","4","3","40","13","0","1","3","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","3","3","3","35","1","0","1","1","0","0","0","0","0","0","2","0","0","1","0","","","","","",""
"文京","0","0","3","1","21","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","5","2","2","33","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","1","0","1","11","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","0","13","89","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","21","0","2","7","30","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","0","2","0","13","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","6","3","1","7","84","5","4","2","1","1","2","1","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","0","0","4","87","2","0","8","0","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","1","0","0","0","40","2","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","0","1","9","53","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"杉並","8","1","2","3","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","1","0","1","25","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","11","2","0","0","44","2","0","4","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","1","1","4","22","3","0","1","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","3","0","0","6","18","2","0","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","3","1","0","12","53","6","0","3","1","0","0","1","0","0","0","2","0","0","0","0","","","","","",""
"足立","3","0","6","18","73","4","0","1","1","0","0","0","0","0","1","1","0","0","0","0","","","","","",""
"葛飾区","3","1","0","2","51","0","0","1","2","0","0","0","1","0","0","0","0","0","5","1","","","","","",""
"江戸川","4","0","4","32","71","3","0","5","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","5","2","18","103","24","0","1","2","0","2","4","0","0","0","2","0","0","0","0","","","","","",""
"町田市","4","3","0","18","99","6","0","0","1","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","1","0","1","60","9","0","0","1","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","1","1","6","42","0","0","0","2","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","4","0","1","1","32","5","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","9","3","4","8","60","7","0","2","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","13","10","7","19","64","13","1","2","6","0","0","3","0","0","0","4","0","0","1","0","","","","","",""
"島しょ","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","155","46","46","200","1424","128","7","42","37","1","8","28","5","1","1","18","0","0","7","1","","","","","",""
