"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","19","8","6","8","0","0","9","5","0","",""
"区南部","7","1","0","6","0","0","2","0","0","",""
"区西南部","8","1","1","0","0","0","9","1","1","",""
"区西部","32","14","11","23","0","0","23","9","0","",""
"区西北部","21","5","9","12","0","3","14","3","0","",""
"区東北部","0","0","0","3","0","0","5","0","0","",""
"区東部","22","20","6","21","0","0","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","5","0","1","",""
"北多摩西部","6","2","0","11","0","1","0","0","0","",""
"北多摩南部","2","0","0","1","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","11","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","118","51","33","85","0","4","80","19","2","",""
