"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","250","19","1","25","26","28","3","7","0","4","1","0","2","0","0","1","0","0","1","0","0","2","2","","","","","",""
"区南部","285","22","0","28","21","52","0","8","0","1","2","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"区西南部","293","29","0","17","30","31","2","14","0","3","2","2","0","0","0","6","0","0","0","0","0","2","3","","","","","",""
"区西部","268","30","0","20","41","53","1","4","1","3","2","3","0","1","0","2","1","0","0","0","0","2","2","","","","","",""
"区西北部","568","65","1","36","43","53","3","13","3","3","1","1","0","0","0","4","0","0","0","0","0","0","3","","","","","",""
"区東北部","358","25","0","35","35","52","2","8","1","3","1","0","0","0","0","2","0","0","1","0","0","2","1","","","","","",""
"区東部","381","47","1","74","76","30","1","3","1","1","2","1","1","1","0","1","0","0","0","0","0","0","1","","","","","",""
"西多摩","65","11","0","2","8","7","1","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","511","48","0","22","64","54","3","12","1","1","2","1","1","0","0","3","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","188","21","0","2","27","6","1","4","0","1","3","0","0","0","0","1","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","492","37","1","16","78","36","4","8","1","2","1","2","1","1","0","0","0","0","0","0","0","3","4","","","","","",""
"北多摩北部","321","13","0","38","51","28","1","8","1","3","0","0","0","1","0","3","0","0","0","0","0","1","4","","","","","",""
"島しょ","1","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3981","374","4","315","501","430","22","90","9","26","17","10","6","4","0","25","1","0","2","0","0","12","27","","","","","",""
