"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","26","0","1","11","0","3","0","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","32","3","4","75","2","54","1","32","0","16","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","47","19","16","163","10","176","1","68","1","52","0","4","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","6","12","7","28","104","5","109","0","9","0","30","1","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","10","13","57","80","6","92","6","2","0","14","4","7","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"4歳","6","2","9","73","85","18","59","2","0","0","8","7","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","7","1","15","72","71","14","38","3","3","0","5","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","9","0","8","65","59","6","27","0","1","0","6","3","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","8","1","8","54","41","10","25","0","1","0","1","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","0","41","59","12","8","1","0","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","2","26","31","3","4","0","0","0","2","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","21","0","2","50","97","10","15","2","0","0","2","9","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","8","22","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","6","1","3","29","117","2","11","0","0","1","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","99","132","89","524","1015","100","623","16","119","3","146","52","27","4","0","22","2","1","6","1","0","0","0","0","0","0","0","0","0"
