"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","21","0","0","17","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","21","5","1","117","7","1","0","27","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","33","10","5","376","22","8","1","52","0","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","2","14","5","5","244","30","3","1","4","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","5","6","8","18","246","33","6","2","2","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","7","4","14","30","256","27","6","5","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","14","2","6","40","219","32","1","3","1","0","0","5","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"6歳","14","0","4","37","201","11","1","4","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","16","1","9","46","163","8","1","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","13","1","1","25","125","4","2","2","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","14","0","2","19","80","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","37","0","1","37","209","5","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","0","0","48","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","2","9","463","0","2","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","161","103","67","272","2764","184","31","28","88","0","8","25","5","2","0","15","0","1","4","0","1","2","0","0","0","0","0","2","0"
