"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","18","962","13","1","0","17","0","0","0","1","4","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","3"
"〜1歳","2","26","*","28","1","1","80","0","6","0","12","15","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","35","4937","59","17","6","116","3","45","3","29","58","0","7","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"2歳","8","18","*","38","12","15","92","3","10","6","14","45","0","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","4","16","*","7","6","25","71","4","9","2","3","16","1","3","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"4歳","3","11","*","3","6","27","56","7","6","9","1","11","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","1","11","2353","1","4","35","62","3","6","8","1","12","0","6","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","5","11","*","1","1","34","50","3","0","4","0","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","6","11","*","0","1","23","39","4","1","3","0","2","2","0","1","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","3","8","*","0","0","12","23","3","3","2","0","4","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","3","9","*","0","0","7","18","4","1","3","0","6","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","7","63","911","0","1","28","59","13","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","7","64","281","0","0","1","15","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"20〜29歳","5","139","524","1","1","21","65","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","7","138","634","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"40〜49歳","8","160","559","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","5","184","508","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"60〜69歳","1","153","370","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"70〜79歳","5","112","277","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","22","0","0","0","0","0","0","0","2","0","20"
"80歳以上","0","87","184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","56","0","0","0","0","0","2","0","1","2","53"
"合計","84","1274","12500","151","51","235","763","48","87","40","61","182","9","37","2","0","11","0","0","20","0","1","2","107","0","0","0","0","0","2","0","4","2","101"
