"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","36","0","0","16","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","36","0","0","84","2","0","0","21","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","52","5","5","266","9","5","4","24","0","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","1","25","7","14","173","6","3","5","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","9","5","30","153","10","4","3","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","2","4","11","36","136","14","2","10","0","0","0","12","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","4","2","4","51","110","12","3","7","0","0","1","11","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","4","46","90","14","0","8","0","0","1","12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","45","63","10","2","8","0","0","0","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","4","1","2","41","49","8","0","4","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","1","40","39","3","0","2","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","6","0","2","48","90","4","1","1","0","0","0","8","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","0","2","30","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","3","0","4","25","228","0","1","2","0","0","0","6","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","34","165","49","383","1527","93","21","54","52","2","6","84","5","0","1","13","0","1","19","2","1","0","0","0","0","0","0","0","0"
