"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","6","1","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","2","1","20","2","3","0","24","0","0","17","0","3","0","0","0","0","0","0","0","0","0"
"1歳","0","0","3","1","14","11","21","0","16","1","0","38","1","2","2","0","0","1","0","0","0","0","0"
"2歳","0","0","3","0","17","6","19","2","4","0","0","36","0","4","0","0","0","1","0","0","0","0","0"
"3歳","0","0","8","3","16","11","15","1","0","0","0","29","0","17","0","0","0","0","0","0","1","0","0"
"4歳","0","0","6","3","17","4","5","9","0","0","0","13","0","18","0","0","0","0","0","0","0","0","0"
"5歳","0","0","4","7","14","4","6","5","1","0","0","10","0","12","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","7","13","1","5","1","0","0","0","8","0","10","0","0","0","2","0","0","0","0","0"
"7歳","0","0","4","2","8","0","0","3","0","0","0","3","0","7","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","4","7","3","2","2","0","0","0","3","0","5","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","7","0","2","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","4","13","2","2","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","4","0","6","14","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","4","36","41","168","46","80","23","48","1","0","168","1","87","2","0","0","13","0","0","1","0","0"
