"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","1","8","13","51","6","4","0","8","0","7","1","0","0","0","2","0","0","2","0","0","","","","","",""
"区南部","1","0","17","40","125","14","2","1","7","0","11","2","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","1","2","7","48","78","10","15","5","8","0","6","3","3","0","0","6","0","1","0","0","0","","","","","",""
"区西部","1","0","6","29","60","5","2","2","8","0","9","4","2","0","0","1","0","0","4","0","0","","","","","",""
"区西北部","0","0","4","33","111","7","4","5","6","1","13","1","1","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","1","8","28","151","11","5","4","12","0","9","5","2","1","0","2","0","0","3","0","0","","","","","",""
"区東部","2","0","5","53","138","11","7","2","10","0","7","1","2","1","0","2","0","1","0","0","0","","","","","",""
"西多摩","1","0","1","4","16","6","2","1","4","1","1","0","0","0","0","1","0","0","0","0","0","","","","","",""
"南多摩","1","3","21","69","214","17","6","3","16","0","10","4","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","1","0","2","32","28","3","6","1","5","0","3","3","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","30","80","10","2","4","10","0","5","1","3","0","0","0","0","0","2","0","0","","","","","",""
"北多摩北部","0","2","3","45","40","6","1","1","4","0","17","2","1","0","0","6","0","0","1","0","0","","","","","",""
"島しょ","0","0","0","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","9","84","427","1093","107","56","29","99","2","98","27","18","4","0","22","0","2","12","0","0","","","","","",""
