"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","17","1","1","23","1","2","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","4","18","4","4","151","6","12","4","23","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","20","19","25","21","494","4","60","29","69","5","0","6","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","17","5","15","45","351","10","45","41","15","3","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","17","3","28","57","324","6","27","74","6","3","3","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","25","1","22","106","317","12","29","93","8","5","9","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","43","1","14","130","269","10","11","106","0","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","60","0","6","126","230","20","11","83","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","64","0","2","104","174","21","4","69","1","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","53","0","2","82","152","14","4","53","0","1","4","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","46","0","1","66","113","11","5","24","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","126","0","1","118","235","23","2","38","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","13","0","0","8","49","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","34","0","5","46","269","5","2","11","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","33","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","65","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1"
"合計","654","64","126","914","3151","146","214","625","124","22","33","16","7","0","13","1","0","8","0","0","3","0","0","1","0","0","2","1"
