"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","3","0"
"1〜4歳","0","0","0","0","0","0","5","8","0"
"5〜9歳","0","0","0","0","0","0","5","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","17","0","6","5","5","0","0","0","0"
"20〜24歳","48","19","18","24","3","0","1","0","0"
"25〜29歳","56","19","14","27","5","1","2","1","0"
"30〜34歳","44","15","9","20","4","0","3","0","0"
"35〜39歳","28","18","7","14","2","1","1","2","0"
"40〜44歳","13","9","4","11","3","0","3","0","1"
"45〜49歳","11","4","4","2","1","1","1","0","0"
"50〜54歳","7","9","3","3","0","0","6","0","0"
"55〜59歳","4","5","0","2","2","0","10","0","0"
"60〜64歳","0","2","1","0","1","0","6","1","0"
"65〜69歳","0","1","0","0","0","1","12","2","0"
"70歳以上","0","3","0","1","1","0","44","8","2"
"合計","228","104","66","109","27","4","122","26","3"
