"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","0","1990","3","0","0","25","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","6","*","8","7","5","194","5","7","2","14","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","6","8665","6","32","20","272","10","15","9","47","5","3","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","2","3","*","3","8","62","181","4","4","17","15","1","1","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"3歳","3","1","*","0","9","100","150","13","5","31","4","2","2","5","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","5","2","*","1","12","131","141","16","6","45","4","0","3","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","5","1","4007","0","4","126","149","9","1","40","2","0","2","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","10","2","*","0","2","184","134","22","2","27","0","0","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","4","0","*","0","1","168","120","27","2","19","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","6","0","*","0","2","91","129","29","0","25","1","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","*","0","0","85","98","28","1","9","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","34","12","2113","1","0","144","214","68","1","7","0","0","6","1","0","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","46","22","1070","0","0","10","34","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","36","922","0","0","39","142","2","0","3","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","5","38","1050","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","21","38","995","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"50〜59歳","5","57","832","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","6","27","596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","15","441","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"80歳以上","0","18","293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","12","0","0","0","0","0","2","0","0","0","12"
"合計","174","284","22974","22","77","1165","1983","236","47","234","88","10","29","30","1","1","15","2","2","4","1","1","2","20","0","0","0","0","0","2","0","2","0","18"
