"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","31","7","7","0","0","13","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"〜1歳","99","10","12","0","0","44","1","2","6","3","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","2"
"1歳","311","19","18","6","8","99","1","7","20","14","0","0","0","0","0","0","0","0","1","0","0","6","1","1","1","4","0","1","2","4","0","1","0"
"2歳","309","8","6","4","10","81","1","8","13","2","0","0","1","1","0","1","0","0","0","0","0","2","1","0","0","1","0","0","1","1","0","0","1"
"3歳","329","8","3","2","13","63","0","5","24","2","0","1","0","1","0","0","0","0","2","0","0","7","0","2","1","3","0","1","4","3","0","0","0"
"4歳","425","4","1","5","29","78","1","6","50","1","0","3","0","0","0","0","0","0","4","0","0","4","0","0","0","1","0","0","3","1","0","0","0"
"5歳","407","6","0","4","29","58","3","11","49","0","0","2","2","0","0","2","0","0","1","0","1","3","0","1","0","0","0","0","2","0","0","0","0"
"6歳","433","7","1","4","23","58","3","2","46","0","0","0","0","0","0","1","0","0","1","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"7歳","505","13","1","1","42","60","4","3","35","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"8歳","480","7","0","3","48","36","9","2","19","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","483","14","0","1","18","41","4","2","13","0","0","1","0","0","0","1","0","0","1","0","0","2","0","1","1","2","0","1","0","2","0","0","0"
"10〜14歳","1947","49","1","2","44","77","11","1","15","0","0","0","0","0","0","0","0","0","7","0","0","2","0","1","0","1","0","0","1","1","0","0","0"
"15〜19歳","783","49","0","0","2","23","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","2","1","0","0","0","0","0","0","0","0"
"20〜29歳","810","113","0","3","32","116","2","0","6","0","0","0","1","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"30〜39歳","894","105","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","6","1","0","0","0","0","0","6","0","0","0","1"
"40〜49歳","1454","134","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2","0","0","4","2","0","0","0","0","0","4","0","1","0","1"
"50〜59歳","1134","184","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","15","5","5","3","1","2","0","8","2","0","0","5"
"60〜69歳","424","89","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","4","0","1","1","1","0","7","2","0","0","4"
"70〜79歳","249","67","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","16","6","0","0","1","1","0","14","2","0","0","6"
"80歳以上","157","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","33","2","0","3","0","0","43","3","0","0","33"
"合計","11664","959","50","35","298","847","41","50","296","23","1","7","4","2","0","19","0","0","25","0","1","135","57","15","8","19","4","3","104","22","1","1","55"
