"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","10","3","2","1","0","0","1","0","",""
"区南部","3","0","0","0","0","0","1","0","0","",""
"区西南部","3","6","4","0","1","0","3","0","0","",""
"区西部","16","10","5","5","0","0","12","3","0","",""
"区西北部","22","3","2","1","3","0","5","4","0","",""
"区東北部","0","0","1","0","0","0","0","0","0","",""
"区東部","6","3","1","5","2","0","2","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","2","1","2","2","2","0","1","0","0","",""
"北多摩西部","11","1","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","1","0","",""
"北多摩北部","0","0","0","0","0","0","3","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","78","34","18","15","9","0","33","18","0","",""
