"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","13","4","0","0","6","0","10","0","2","1","0","1","0","0","0","0","4","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"〜1歳","3","25","4","3","1","37","0","107","0","18","14","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"1歳","7","50","37","18","6","112","3","433","5","45","51","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"2歳","7","20","19","5","14","84","4","361","17","20","38","0","2","1","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","10","23","3","6","37","62","1","271","26","7","30","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","14","26","1","5","57","63","5","307","31","7","31","2","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"5歳","11","26","0","5","68","60","2","210","38","0","25","7","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"6歳","13","25","1","4","60","53","1","138","25","0","15","1","1","1","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"7歳","8","16","0","1","54","54","1","55","12","0","1","3","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","7","20","0","0","32","41","4","43","5","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","12","34","0","3","30","40","2","21","4","0","7","2","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","31","149","0","0","57","118","7","50","6","0","5","0","0","1","0","1","0","0","15","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","27","133","0","0","6","29","2","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","9","215","0","3","29","80","0","22","1","0","2","1","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","2"
"30〜39歳","12","179","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5"
"40〜49歳","18","290","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","8","285","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","9","0","0","0","0","0","1","0","1","1","7"
"60〜69歳","6","203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20","1","0","0","0","0","0","0","3","2","17"
"70〜79歳","2","153","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","41","0","0","0","0","0","0","0","3","1","37"
"80歳以上","2","126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0","0","0","1","1","55"
"合計","208","2011","69","53","451","839","32","2033","170","99","222","16","6","3","0","14","1","7","39","0","0","3","151","1","0","0","0","0","2","0","8","6","139"
