"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","1","3","21","27","3","2","9","5","0","0","3","0","1","0","2","0","1","0","0","0","","","","","",""
"区南部","7","1","3","32","92","12","2","11","10","2","1","1","4","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","8","1","3","17","73","14","1","10","5","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"区西部","5","0","1","28","59","6","4","7","7","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","14","0","5","35","97","21","2","8","7","0","0","6","2","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","13","2","4","31","99","9","1","7","8","0","3","3","4","2","0","2","0","0","1","0","0","","","","","",""
"区東部","8","1","3","31","100","6","7","18","16","2","4","2","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","0","3","5","17","5","2","1","4","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","18","2","1","47","135","26","1","9","11","1","2","11","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","7","1","2","14","35","9","1","9","4","1","1","2","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","5","0","5","34","93","20","1","9","11","1","1","2","1","0","0","1","1","0","1","0","0","","","","","",""
"北多摩北部","4","1","6","31","42","14","1","12","6","0","1","9","2","1","0","1","0","0","2","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","106","10","39","326","869","145","25","110","94","8","14","43","21","4","0","10","1","1","4","0","0","","","","","",""
