"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","1","4","0","0","1","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","3","0","3","1","3","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","2","1","27","6","1","0","2","1","10","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","3","1","8","0","1","0","1","0","7","0","0","0","0","1","0","0","0","0","","","","","",""
"文京","0","0","2","6","2","5","3","0","0","0","11","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","0","0","16","3","1","0","1","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","5","1","3","1","0","0","1","8","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","3","22","8","6","0","1","0","13","1","1","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","8","19","1","17","3","3","0","35","1","1","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","2","0","3","0","2","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","1","8","1","23","4","11","3","5","2","55","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","5","1","13","1","1","0","4","0","25","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","8","2","3","0","0","0","6","2","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","1","0","22","2","3","0","2","0","15","2","2","0","0","1","0","0","0","0","","","","","",""
"杉並","0","0","16","6","13","2","3","0","2","0","9","3","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","9","0","0","0","2","1","5","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","1","1","5","0","4","0","4","0","19","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","2","3","11","0","5","0","2","0","5","8","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","2","5","0","0","0","1","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","0","0","2","2","3","3","3","0","1","0","10","2","0","0","0","1","0","0","0","0","","","","","",""
"足立","0","0","1","5","15","2","0","0","3","0","16","13","0","0","2","2","0","0","0","0","","","","","",""
"葛飾区","0","0","0","2","5","2","5","0","4","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","1","0","4","6","9","3","4","0","6","0","45","1","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","4","21","17","11","7","4","5","1","19","9","5","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","5","19","17","6","4","1","5","0","16","2","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","2","4","2","0","0","2","0","6","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","2","8","1","7","0","3","0","6","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","1","3","7","5","0","0","0","0","4","0","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","0","0","4","11","13","4","1","1","3","0","18","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","4","17","32","5","4","1","5","0","12","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","1","71","130","340","81","100","14","70","7","396","63","11","1","2","10","0","0","0","0","","","","","",""
