"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","6","7","38","51","3","17","2","6","4","1","4","0","0","0","0","0","1","0","0","0","","","","","",""
"区南部","2","4","16","23","115","6","28","6","5","7","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","9","1","4","27","64","3","43","4","8","10","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","1","6","6","30","65","2","22","5","6","12","1","1","1","0","0","1","0","1","0","0","0","","","","","",""
"区西北部","10","4","2","21","62","18","55","3","9","12","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","6","4","6","38","82","6","38","8","8","13","2","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","4","2","7","29","61","3","69","5","6","22","0","0","1","0","2","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","1","3","20","1","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","2","4","42","102","3","16","6","6","13","5","3","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","3","2","16","23","2","5","2","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","4","1","4","36","46","1","13","6","7","11","1","2","0","0","0","1","0","0","0","1","0","","","","","",""
"北多摩北部","2","6","17","23","61","12","15","3","7","7","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","42","39","76","327","752","60","324","52","73","111","16","15","2","0","9","2","1","2","0","1","0","","","","","",""
