"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","13","0","0","0"
"1〜4歳","0","0","0","0","0","0","11","8","0","0"
"5〜9歳","0","0","0","0","0","0","2","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0","0"
"15〜19歳","10","1","3","3","0","0","2","0","0","0"
"20〜24歳","43","13","17","12","1","0","1","0","0","0"
"25〜29歳","60","16","18","27","2","2","0","0","0","0"
"30〜34歳","30","19","14","29","2","3","1","0","0","0"
"35〜39歳","31","14","10","26","2","3","2","0","0","0"
"40〜44歳","9","20","11","10","1","3","0","1","0","0"
"45〜49歳","13","10","8","9","1","1","2","0","0","0"
"50〜54歳","7","5","9","8","0","0","1","1","0","0"
"55〜59歳","4","5","6","4","0","1","3","0","0","0"
"60〜64歳","2","7","2","1","0","0","4","1","0","0"
"65〜69歳","2","3","0","0","0","1","5","0","1","0"
"70歳以上","0","1","2","0","1","2","30","5","2","0"
"合計","211","114","100","129","10","16","78","16","3","0"
