"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","3","19","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","3","0","2","2","0"
"中央区","3","0","0","4","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","12","7","5","4","55","9","0","2","2","0","0","6","0","1","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","10","2","0","3","35","2","0","1","1","0","0","2","0","0","0","1","0","0","5","0","9","6","2","2","2","0"
"文京","4","0","0","1","27","19","0","2","0","0","0","1","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","0","3","6","5","49","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","2","0","0","2","25","3","0","0","2","0","0","2","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","15","1","0","51","82","7","0","0","2","0","0","1","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","42","1","0","6","91","4","0","0","3","0","0","1","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","3","0","0","3","39","3","1","1","1","0","0","0","0","0","0","1","0","0","0","0","6","3","1","0","0","0"
"大田区","28","15","10","13","163","11","0","1","5","0","2","2","2","1","0","1","0","0","0","0","16","9","2","1","1","0"
"世田谷","18","1","0","13","100","8","0","0","4","0","0","5","1","0","0","0","1","0","0","0","16","8","2","1","2","0"
"渋谷区","3","0","1","1","38","1","0","0","1","1","0","2","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","17","1","0","17","82","4","1","3","3","0","0","0","1","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","14","0","1","13","99","4","0","0","4","0","0","2","0","0","0","1","0","0","0","0","11","6","1","1","1","0"
"池袋","4","0","0","2","31","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","15","0","0","5","47","7","0","0","2","0","0","2","0","0","0","0","0","0","0","0","8","4","1","0","0","0"
"荒川区","4","0","0","6","20","0","0","0","2","0","0","0","2","0","0","2","0","0","0","0","4","2","1","0","0","0"
"板橋区","9","0","0","1","42","5","1","0","0","0","0","0","1","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","14","2","0","12","80","0","0","0","2","2","0","6","1","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","16","2","0","15","43","4","0","16","3","0","0","2","2","0","2","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","10","0","0","4","66","4","0","10","8","0","0","5","1","0","0","0","0","0","1","0","9","4","1","1","1","0"
"江戸川","18","4","2","21","87","9","1","1","7","0","3","7","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","11","2","1","29","128","19","1","1","6","1","0","6","2","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","22","1","0","21","130","26","0","1","3","0","0","11","3","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","10","4","1","18","79","2","0","0","1","0","0","7","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","10","23","0","7","36","6","0","0","2","0","3","9","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","20","0","0","3","34","4","1","0","0","0","0","3","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","12","2","1","2","50","7","1","2","6","0","0","3","0","0","0","0","0","0","0","0","21","10","3","2","3","0"
"多摩小平","42","12","1","15","98","12","1","0","3","0","1","10","0","0","0","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","16","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","405","83","29","301","1892","187","8","41","75","4","9","96","19","2","2","9","1","0","9","0","288","149","39","23","25","0"
