"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","9","9","1","0","10","5","0","0","1","0","1","0","1","1","0","0","0","0","0","0"
"〜1歳","40","16","2","0","71","8","3","0","15","0","2","1","1","0","0","0","0","0","0","0"
"1歳","111","31","6","5","215","30","6","1","44","0","5","6","1","0","0","0","0","0","1","0"
"2歳","115","9","2","6","145","35","6","1","8","0","0","7","1","0","0","0","0","0","0","0"
"3歳","147","4","2","10","116","43","9","2","0","0","1","15","0","0","0","0","0","0","0","0"
"4歳","241","4","2","12","108","32","6","1","1","0","1","25","2","0","0","1","0","0","0","0"
"5歳","222","0","2","24","109","36","3","2","0","0","0","21","1","0","0","1","0","0","1","0"
"6歳","245","0","2","20","96","21","0","0","0","0","0","24","0","0","0","0","0","0","1","0"
"7歳","227","0","1","27","94","3","2","4","0","0","0","9","0","0","0","0","0","0","0","0"
"8歳","195","2","0","21","64","4","0","3","0","0","0","7","0","0","0","0","0","0","0","0"
"9歳","264","0","0","9","57","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"10〜14歳","624","0","0","21","121","2","0","1","0","0","0","6","0","0","0","1","0","0","0","0"
"15〜19歳","270","0","0","2","21","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","330","0","0","11","208","1","0","2","0","2","1","6","0","0","0","2","0","0","0","0"
"30〜39歳","284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0"
"40〜49歳","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0"
"50〜59歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3555","75","20","168","1435","225","35","18","69","2","11","131","7","1","1","12","1","0","4","0"
