"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","24","164","1","0","1","5","0","1","0","1","4","0","0","0","0","0","0","0","0","0","0","0","3","4","4","3","0","2","2","2"
"中央区","10","9","240","0","0","0","23","2","2","0","1","10","0","0","0","0","2","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","0","23","365","7","1","3","23","5","7","2","2","19","2","1","0","0","0","0","0","0","0","0","0","6","9","9","6","0","1","1","1"
"新宿区","5","48","280","9","0","6","10","1","0","0","1","5","0","0","1","0","0","0","0","3","0","0","0","6","12","12","8","2","2","2","2"
"文京","3","39","578","4","2","6","29","5","3","0","0","12","2","2","0","0","0","0","0","0","0","0","0","5","7","7","4","1","1","1","1"
"台東","3","17","492","1","0","3","51","4","6","1","2","11","0","1","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","0","49","179","1","1","4","9","3","1","1","2","3","1","1","0","0","0","0","0","1","0","0","0","10","8","8","5","1","1","1","1"
"江東区","0","54","878","14","3","16","80","4","16","0","5","17","1","2","1","0","3","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","2","29","321","0","6","11","35","1","7","1","2","15","0","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","6","19","291","3","0","11","22","3","0","2","2","14","0","2","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","7","85","866","11","9","42","86","4","24","7","2","31","1","2","2","0","4","0","0","2","0","0","0","2","21","21","13","2","1","1","1"
"世田谷","4","110","1235","4","5","28","41","6","6","5","1","31","0","4","0","0","1","0","2","0","0","0","0","5","25","25","16","2","2","2","2"
"渋谷区","14","29","144","0","0","0","16","1","2","2","0","2","0","1","0","0","1","0","0","0","0","0","0","7","7","7","4","1","1","1","1"
"中野区","6","46","957","6","0","19","33","3","8","1","1","8","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","15","52","610","11","3","15","25","1","4","0","2","8","0","3","0","0","0","0","0","4","1","0","0","3","17","17","11","1","2","2","2"
"池袋","15","40","506","4","1","4","12","1","3","0","0","12","0","0","0","0","2","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"北区","6","73","630","1","3","25","34","4","5","1","3","6","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","2","52","596","22","2","7","36","0","4","2","3","18","0","4","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","3","82","731","2","1","6","44","4","2","1","2","6","0","1","0","0","0","0","0","0","0","0","0","2","16","16","10","2","1","1","1"
"練馬区","14","83","962","4","3","34","57","16","4","1","3","33","2","1","0","0","0","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","2","113","1178","8","6","21","67","4","4","24","7","10","1","0","1","0","0","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","4","66","568","1","1","4","36","8","3","1","3","7","0","0","0","0","0","0","0","1","0","0","0","5","13","13","8","1","1","1","1"
"江戸川","2","109","1120","4","8","21","46","7","20","5","1","27","0","4","0","0","0","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","2","92","1681","11","3","46","77","9","8","15","7","25","1","2","0","0","3","0","0","0","0","0","0","7","18","18","11","2","1","1","1"
"町田市","9","51","1565","5","0","52","125","11","11","13","5","58","0","0","0","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","41","338","1","2","13","20","1","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","5","14","14","8","1","1","1","1"
"南多摩","2","79","724","6","3","14","57","5","5","8","3","9","0","1","0","0","1","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","5","83","722","4","1","25","39","9","2","7","6","9","1","0","0","0","1","0","0","0","0","0","0","1","21","21","14","2","1","1","1"
"多摩府中","18","143","1745","13","4","49","111","6","8","5","6","23","3","10","0","0","2","0","0","2","0","0","1","8","33","33","21","3","3","3","3"
"多摩小平","15","101","1496","5","11","42","179","12","13","16","12","57","1","2","0","0","1","0","1","2","0","0","0","18","23","23","15","2","2","2","2"
"島しょ","0","25","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","1","1","1"
"合計","176","1866","22203","163","79","528","1428","140","180","123","85","492","16","44","5","0","21","0","3","15","1","0","1","94","419","419","264","39","25","25","25"
