"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","1","1","0","3","0","0","1","0","0"
"20〜24歳","16","5","9","18","0","0","0","0","1"
"25〜29歳","34","11","14","29","0","1","0","0","0"
"30〜34歳","26","14","19","24","1","0","1","0","0"
"35〜39歳","27","13","16","23","1","4","1","0","0"
"40〜44歳","26","12","29","16","0","4","0","0","0"
"45〜49歳","12","16","18","9","0","1","0","0","0"
"50〜54歳","3","3","8","4","0","1","1","0","0"
"55〜59歳","3","3","4","0","0","1","1","1","0"
"60〜64歳","3","2","1","0","0","0","1","1","0"
"65〜69歳","0","4","0","1","0","0","1","0","0"
"70歳以上","0","0","1","0","0","0","18","2","2"
"合計","151","84","119","127","2","12","44","4","3"
