"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","19","1","0","13","3","0","0","0","0","2","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","46","3","1","69","5","16","1","55","0","9","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","108","10","13","100","16","67","4","84","0","29","3","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","40","10","16","81","11","40","2","22","0","13","1","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"3歳","0","16","13","34","82","18","33","7","2","0","10","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","6","10","48","86","14","28","10","0","1","13","5","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"5歳","2","3","7","54","65","12","11","12","0","0","7","13","2","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","6","50","49","12","12","13","0","0","4","3","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","1","58","51","7","6","7","0","0","4","7","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","26","43","7","2","6","0","2","0","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","1","23","34","3","3","4","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","3","33","76","6","4","3","0","0","2","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","1","5","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","0","5","21","88","0","1","0","0","2","3","2","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","26","238","73","382","856","114","223","69","163","5","97","53","31","5","0","11","1","7","8","0","0","0","0","0","0","0","0","0","0"
