"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","0","1","5","35","12","2","3","2","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"区南部","5","1","4","11","35","5","0","1","2","1","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","17","0","1","3","20","4","1","3","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","6","0","0","5","40","13","0","0","3","0","0","5","0","0","0","1","0","0","0","0","","","","","",""
"区西北部","9","0","0","4","38","4","0","0","3","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","11","0","2","2","29","4","0","0","0","0","0","1","0","0","0","6","0","0","1","0","","","","","",""
"区東部","6","0","4","13","29","2","2","1","5","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","0","1","9","3","1","0","0","0","0","2","0","0","0","1","0","1","0","0","","","","","",""
"南多摩","9","0","1","25","66","24","1","2","6","0","1","26","1","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","5","0","0","5","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","5","0","1","4","16","4","0","1","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","5","0","1","5","31","2","0","0","2","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","87","2","15","83","359","80","7","11","28","1","1","50","3","0","0","11","0","1","1","0","","","","","",""
