"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","54","28","7","8","18","0","2","3","0","",""
"区南部","0","0","0","1","0","0","0","0","0","",""
"区西南部","1","0","0","0","0","0","15","15","0","",""
"区西部","22","16","7","6","0","0","15","3","2","",""
"区西北部","13","1","3","3","1","0","7","6","0","",""
"区東北部","4","0","2","0","1","0","5","0","0","",""
"区東部","9","0","0","1","1","0","2","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","20","1","2","0","0","0","5","0","0","",""
"北多摩西部","7","0","1","10","3","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","130","46","22","29","24","1","52","28","2","",""
