"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","41","4","3","27","101","2","0","5","5","0","1","0","0","0","1","0","0","0","2","0","0","","","","","",""
"区南部","42","2","4","36","105","3","3","13","14","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","60","8","4","59","140","6","0","3","6","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","62","9","1","38","110","1","1","6","9","0","0","0","1","0","0","0","0","0","0","1","1","","","","","",""
"区西北部","83","6","1","33","110","14","0","4","8","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","71","1","1","48","114","8","0","4","9","0","0","1","0","0","1","0","0","0","0","1","0","","","","","",""
"区東部","53","9","6","44","162","9","1","13","10","0","1","0","0","0","1","0","0","0","0","1","0","","","","","",""
"西多摩","14","2","0","9","42","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","60","3","3","55","195","1","0","8","13","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","22","2","0","18","53","6","0","3","5","0","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"北多摩南部","48","5","4","29","121","13","1","7","6","0","2","2","0","0","0","0","0","0","0","2","0","","","","","",""
"北多摩北部","53","3","7","36","108","13","0","3","11","0","0","1","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","609","54","34","432","1378","77","6","71","97","2","10","6","1","0","6","0","0","0","2","6","2","","","","","",""
