"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","1","0"
"15〜19歳","9","0","3","6","0","0","0","0","0"
"20〜24歳","43","7","19","17","1","0","0","0","0"
"25〜29歳","62","9","26","22","0","0","0","0","0"
"30〜34歳","20","8","19","10","2","0","2","0","0"
"35〜39歳","30","12","13","7","1","0","1","0","0"
"40〜44歳","12","7","8","12","0","0","1","0","0"
"45〜49歳","12","6","8","8","0","0","0","1","0"
"50〜54歳","7","4","5","6","0","0","6","1","0"
"55〜59歳","1","4","6","5","0","0","2","0","0"
"60〜64歳","2","3","4","2","0","0","2","0","0"
"65〜69歳","0","1","0","0","0","0","6","0","0"
"70歳以上","0","0","1","0","0","0","50","2","0"
"合計","198","61","112","95","4","0","75","6","0"
