"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","0","0"
"1〜4歳","0","0","0","0","0","0","2","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","1","0","0","0","0","0","0"
"20〜24歳","18","3","3","6","0","0","0","0","0"
"25〜29歳","36","2","6","17","0","0","0","0","0"
"30〜34歳","14","4","7","12","0","0","1","0","0"
"35〜39歳","13","3","7","10","0","0","1","0","0"
"40〜44歳","13","2","3","6","1","0","1","0","0"
"45〜49歳","7","6","3","3","0","0","0","0","0"
"50〜54歳","9","1","3","5","0","0","0","0","0"
"55〜59歳","8","2","4","4","0","0","1","0","0"
"60〜64歳","2","3","3","1","0","0","1","0","0"
"65〜69歳","1","0","1","0","0","0","4","0","0"
"70歳以上","0","0","1","0","0","0","26","2","0"
"合計","123","26","42","64","1","0","42","2","0"
