"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","4","0","0","15","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","4","1","0","95","8","1","0","36","0","0","1","0","0","0","0","0","0","0","0"
"1歳","13","0","7","2","289","24","0","5","25","0","1","1","4","2","1","0","0","0","1","0"
"2歳","18","0","5","13","180","35","2","1","2","0","1","1","1","1","0","0","0","0","3","0"
"3歳","19","0","5","25","181","17","0","1","0","0","0","4","0","1","0","0","0","0","2","0"
"4歳","30","0","7","53","162","29","0","2","0","0","0","15","0","0","0","0","0","1","1","0"
"5歳","36","0","2","57","145","19","0","0","0","0","0","12","1","0","0","0","0","0","0","0"
"6歳","31","0","2","45","111","20","0","1","1","0","0","6","0","0","0","0","0","0","1","0"
"7歳","32","0","0","27","106","10","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","20","1","1","16","90","3","0","3","0","0","0","2","0","0","0","0","0","0","1","0"
"9歳","30","0","3","25","68","3","1","2","0","0","1","5","0","0","0","0","0","0","0","0"
"10〜14歳","42","0","0","18","129","6","0","1","0","0","0","1","0","0","0","2","0","0","0","0"
"15〜19歳","14","0","0","2","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","22","1","1","30","212","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"30〜39歳","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"50〜59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","394","10","34","313","1800","179","4","17","66","0","3","50","6","4","1","10","1","1","9","0"
